"replist1" "replist2" "replist3" "replist4" "replist5" "replist6" "replist7" "replist8" "replist9" "replist10" "replist11" "replist12" "replist13" "replist14" "replist15" "replist16" "replist17" "replist18" "replist19" "replist20" "replist21" "replist22" "replist23" "replist24" "replist25" "replist26" "replist27" "replist28" "replist29" "replist30" "replist31" "replist32" "replist33" "replist34" "replist35" "replist36" "replist37" "replist38" "replist39" "replist40" "replist41" "replist42" "replist43" "replist44" "replist45" "replist46" "replist47" "replist48" "replist49" "replist50" "Label" "Yr"
"167" 0.054502 0.0521356 0.0521356 0.0521356 0.0521356 0.0535941 0.0521356 0.0589922 0.0551582 0.0535492 0.0540816 0.0521356 0.0521356 0.0538399 0.0521356 0.0521356 0.0521356 0.0612764 0.0521356 0.0521356 0.0535941 0.0521356 0.0521356 0.0521356 0.0538464 0.0521356 0.0521356 0.0521356 0.0521356 0.0521356 0.0616836 0.0521356 0.0540816 0.0521356 0.0538399 0.0521356 0.0521356 0.0521356 0.0538464 0.0521356 0.0521356 0.0521356 0.0538399 0.0521356 0.0538464 0.0521356 0.0521356 0.0538464 0.0521356 0.0521356 "SPRratio_1974" 1974
"168" 0.0552963 0.0528918 0.0528918 0.0528918 0.0528918 0.0543736 0.0528918 0.0598559 0.0561844 0.0543276 0.0548691 0.0528918 0.0528918 0.0546225 0.0528918 0.0528918 0.0528918 0.0621753 0.0528918 0.0528918 0.0543736 0.0528918 0.0528918 0.0528918 0.0546291 0.0528918 0.0528918 0.0528918 0.0528918 0.0528918 0.0625877 0.0528918 0.0548691 0.0528918 0.0546225 0.0528918 0.0528918 0.0528918 0.0546291 0.0528918 0.0528918 0.0528918 0.0546225 0.0528918 0.0546291 0.0528918 0.0528918 0.0546291 0.0528918 0.0528918 "SPRratio_1975" 1975
"169" 0.0641354 0.0613681 0.0613681 0.0613681 0.0613681 0.063074 0.0613681 0.0693692 0.0653614 0.063021 0.0636441 0.0613681 0.0613681 0.0633602 0.0613681 0.0613681 0.0613681 0.0720263 0.0613681 0.0613681 0.063074 0.0613681 0.0613681 0.0613681 0.0633678 0.0613681 0.0613681 0.0613681 0.0613681 0.0613681 0.0724981 0.0613681 0.0636441 0.0613681 0.0633602 0.0613681 0.0613681 0.0613681 0.0633678 0.0613681 0.0613681 0.0613681 0.0633602 0.0613681 0.0633678 0.0613681 0.0613681 0.0633678 0.0613681 0.0613681 "SPRratio_1976" 1976
"170" 0.0526284 0.0503284 0.0503284 0.0503284 0.0503284 0.0517446 0.0503284 0.0569841 0.0536492 0.0516974 0.0522191 0.0503284 0.0503284 0.0519764 0.0503284 0.0503284 0.0503284 0.0592016 0.0503284 0.0503284 0.0517446 0.0503284 0.0503284 0.0503284 0.0519828 0.0503284 0.0503284 0.0503284 0.0503284 0.0503284 0.0595887 0.0503284 0.0522191 0.0503284 0.0519764 0.0503284 0.0503284 0.0503284 0.0519828 0.0503284 0.0503284 0.0503284 0.0519764 0.0503284 0.0519828 0.0503284 0.0503284 0.0519828 0.0503284 0.0503284 "SPRratio_1977" 1977
"171" 0.0775088 0.074229 0.074229 0.074229 0.074229 0.0762481 0.074229 0.0836417 0.0789602 0.0761736 0.0769253 0.074229 0.074229 0.0765637 0.074229 0.074229 0.074229 0.0867291 0.074229 0.074229 0.0762481 0.074229 0.074229 0.074229 0.0765728 0.074229 0.074229 0.074229 0.074229 0.074229 0.0872485 0.074229 0.0769253 0.074229 0.0765637 0.074229 0.074229 0.074229 0.0765728 0.074229 0.074229 0.074229 0.0765637 0.074229 0.0765728 0.074229 0.074229 0.0765728 0.074229 0.074229 "SPRratio_1978" 1978
"172" 0.091668 0.0878019 0.0878019 0.0878019 0.0878019 0.0901679 0.0878019 0.0988303 0.0934299 0.0900449 0.0909731 0.0878019 0.0878019 0.0904702 0.0878019 0.0878019 0.0878019 0.102433 0.0878019 0.0878019 0.0901679 0.0878019 0.0878019 0.0878019 0.0904813 0.0878019 0.0878019 0.0878019 0.0878019 0.0878019 0.102957 0.0878019 0.0909731 0.0878019 0.0904702 0.0878019 0.0878019 0.0878019 0.0904813 0.0878019 0.0878019 0.0878019 0.0904702 0.0878019 0.0904813 0.0878019 0.0878019 0.0904813 0.0878019 0.0878019 "SPRratio_1979" 1979
"173" 0.202471 0.194352 0.194352 0.194352 0.194352 0.199363 0.194352 0.217646 0.206707 0.199205 0.201034 0.194352 0.194352 0.200196 0.194352 0.194352 0.194352 0.225256 0.194352 0.194352 0.199363 0.194352 0.194352 0.194352 0.200218 0.194352 0.194352 0.194352 0.194352 0.194352 0.226592 0.194352 0.201034 0.194352 0.200196 0.194352 0.194352 0.194352 0.200218 0.194352 0.194352 0.194352 0.200196 0.194352 0.200218 0.194352 0.194352 0.200218 0.194352 0.194352 "SPRratio_1980" 1980
"174" 0.350332 0.337414 0.337413 0.337414 0.337413 0.345392 0.337414 0.374134 0.357056 0.34512 0.348049 0.337414 0.337414 0.346675 0.337414 0.337414 0.337414 0.385899 0.337414 0.337414 0.345392 0.337414 0.337414 0.337414 0.34671 0.337414 0.337414 0.337414 0.337413 0.337414 0.387908 0.337414 0.348049 0.337414 0.346675 0.337414 0.337414 0.337414 0.34671 0.337414 0.337414 0.337414 0.346675 0.337413 0.34671 0.337414 0.337414 0.34671 0.337414 0.337414 "SPRratio_1981" 1981
"175" 0.479381 0.462763 0.462763 0.462763 0.462763 0.473051 0.462763 0.50969 0.488009 0.472724 0.476458 0.462763 0.462763 0.474745 0.462763 0.462763 0.462763 0.524493 0.462763 0.462763 0.473051 0.462763 0.462763 0.462763 0.47479 0.462763 0.462763 0.462763 0.462763 0.462763 0.527057 0.462763 0.476458 0.462763 0.474745 0.462763 0.462763 0.462763 0.47479 0.462763 0.462763 0.462763 0.474745 0.462763 0.47479 0.462763 0.462763 0.47479 0.462763 0.462763 "SPRratio_1982" 1982
"176" 0.4908 0.472298 0.472298 0.472298 0.472298 0.483734 0.472298 0.52484 0.500291 0.483362 0.487534 0.472298 0.472298 0.485606 0.472298 0.472298 0.472298 0.54163 0.472298 0.472298 0.483734 0.472298 0.472298 0.472298 0.485657 0.472298 0.472298 0.472298 0.472298 0.472298 0.544532 0.472298 0.487534 0.472298 0.485606 0.472298 0.472298 0.472298 0.485657 0.472298 0.472298 0.472298 0.485606 0.472298 0.485657 0.472298 0.472298 0.485657 0.472298 0.472298 "SPRratio_1983" 1983
"177" 0.487898 0.468082 0.468082 0.468082 0.468082 0.480316 0.468082 0.52476 0.49784 0.479923 0.484392 0.468082 0.468082 0.482334 0.468082 0.468082 0.468082 0.54316 0.468082 0.468082 0.480316 0.468082 0.468082 0.468082 0.482389 0.468082 0.468082 0.468082 0.468082 0.468082 0.546371 0.468082 0.484392 0.468082 0.482334 0.468082 0.468082 0.468082 0.482389 0.468082 0.468082 0.468082 0.482334 0.468082 0.482389 0.468082 0.468082 0.482389 0.468082 0.468082 "SPRratio_1984" 1984
"178" 0.600071 0.577929 0.577929 0.577929 0.577929 0.591627 0.577929 0.640618 0.611582 0.591191 0.59617 0.577929 0.577929 0.593883 0.577929 0.577929 0.577929 0.660503 0.577929 0.577929 0.591627 0.577929 0.577929 0.577929 0.593944 0.577929 0.577929 0.577929 0.577929 0.577929 0.663952 0.577929 0.59617 0.577929 0.593883 0.577929 0.577929 0.577929 0.593944 0.577929 0.577929 0.577929 0.593883 0.577929 0.593944 0.577929 0.577929 0.593944 0.577929 0.577929 "SPRratio_1985" 1985
"179" 0.55936 0.535057 0.535057 0.535057 0.535057 0.550039 0.535057 0.605031 0.571598 0.549556 0.555046 0.535057 0.535057 0.552516 0.535057 0.535057 0.535057 0.62804 0.535057 0.535057 0.550039 0.535057 0.535057 0.535057 0.552583 0.535057 0.535057 0.535057 0.535057 0.535057 0.632065 0.535057 0.555046 0.535057 0.552516 0.535057 0.535057 0.535057 0.552583 0.535057 0.535057 0.535057 0.552516 0.535057 0.552583 0.535057 0.535057 0.552583 0.535057 0.535057 "SPRratio_1986" 1986
"180" 0.479495 0.45519 0.45519 0.45519 0.45519 0.470107 0.45519 0.526838 0.4925 0.469624 0.47514 0.45519 0.45519 0.472597 0.45519 0.45519 0.45519 0.55167 0.45519 0.45519 0.470107 0.45519 0.45519 0.45519 0.472664 0.45519 0.45519 0.45519 0.45519 0.45519 0.556095 0.45519 0.47514 0.45519 0.472597 0.45519 0.45519 0.45519 0.472664 0.45519 0.45519 0.45519 0.472597 0.45519 0.472664 0.45519 0.45519 0.472664 0.45519 0.45519 "SPRratio_1987" 1987
"181" 0.463877 0.439795 0.439795 0.439795 0.439795 0.454556 0.439795 0.511389 0.476963 0.45408 0.459549 0.439795 0.439795 0.457032 0.439795 0.439795 0.439795 0.536694 0.439795 0.439795 0.454556 0.439795 0.439795 0.439795 0.457098 0.439795 0.439795 0.439795 0.439795 0.439795 0.541246 0.439795 0.459549 0.439795 0.457032 0.439795 0.439795 0.439795 0.457098 0.439795 0.439795 0.439795 0.457032 0.439795 0.457098 0.439795 0.439795 0.457098 0.439795 0.439795 "SPRratio_1988" 1988
"182" 0.492126 0.46744 0.467439 0.467439 0.467439 0.482577 0.467439 0.540753 0.505417 0.48209 0.487693 0.467439 0.467439 0.485117 0.467439 0.467439 0.467439 0.566641 0.467439 0.467439 0.482577 0.467439 0.467439 0.467439 0.485185 0.467439 0.46744 0.467439 0.467439 0.467439 0.571306 0.467439 0.487693 0.467439 0.485117 0.467439 0.467439 0.467439 0.485185 0.467439 0.467439 0.467439 0.485117 0.467439 0.485185 0.467439 0.467439 0.485185 0.467439 0.467439 "SPRratio_1989" 1989
"183" 0.490581 0.465687 0.465687 0.465687 0.465687 0.48094 0.465687 0.539919 0.503994 0.480448 0.486104 0.465687 0.465687 0.4835 0.465687 0.465687 0.465687 0.566401 0.465687 0.465687 0.48094 0.465687 0.465687 0.465687 0.483568 0.465687 0.465687 0.465687 0.465687 0.465687 0.571189 0.465687 0.486104 0.465687 0.4835 0.465687 0.465687 0.465687 0.483569 0.465687 0.465687 0.465687 0.4835 0.465687 0.483569 0.465687 0.465687 0.483569 0.465687 0.465687 "SPRratio_1990" 1990
"184" 0.561512 0.535285 0.535285 0.535285 0.535285 0.551383 0.535285 0.612761 0.575435 0.550863 0.556813 0.535285 0.535285 0.554073 0.535285 0.535285 0.535285 0.639884 0.535285 0.535285 0.551383 0.535285 0.535285 0.535285 0.554145 0.535285 0.535285 0.535285 0.535284 0.535285 0.644757 0.535285 0.556813 0.535285 0.554073 0.535285 0.535285 0.535285 0.554145 0.535285 0.535285 0.535285 0.554073 0.535285 0.554145 0.535285 0.535285 0.554145 0.535285 0.535285 "SPRratio_1991" 1991
"185" 0.545768 0.51854 0.51854 0.51854 0.51854 0.535224 0.51854 0.599774 0.560454 0.534685 0.540871 0.51854 0.51854 0.538022 0.51854 0.51854 0.51854 0.628876 0.51854 0.51854 0.535224 0.51854 0.51854 0.51854 0.538097 0.51854 0.51854 0.51854 0.51854 0.51854 0.634152 0.51854 0.540871 0.51854 0.538022 0.51854 0.51854 0.51854 0.538097 0.51854 0.51854 0.51854 0.538022 0.51854 0.538097 0.51854 0.51854 0.538097 0.51854 0.51854 "SPRratio_1992" 1992
"186" 0.600031 0.571509 0.571509 0.571509 0.571509 0.589 0.571509 0.65625 0.615502 0.588434 0.59491 0.571509 0.571509 0.591925 0.571509 0.571509 0.571509 0.686401 0.571509 0.571509 0.589 0.571509 0.571509 0.571509 0.592004 0.571509 0.571509 0.571509 0.571509 0.571509 0.691855 0.571509 0.59491 0.571509 0.591925 0.571509 0.571509 0.571509 0.592004 0.571509 0.571509 0.571509 0.591925 0.571509 0.592004 0.571509 0.571509 0.592004 0.571509 0.571509 "SPRratio_1993" 1993
"187" 0.568238 0.542967 0.542967 0.542967 0.542967 0.558473 0.542967 0.618289 0.583149 0.558001 0.563706 0.542967 0.542967 0.561159 0.542967 0.542967 0.542967 0.645938 0.542967 0.542967 0.558473 0.542967 0.542967 0.542967 0.561228 0.542967 0.542967 0.542967 0.542967 0.542967 0.65094 0.542967 0.563706 0.542967 0.561159 0.542967 0.542967 0.542967 0.561228 0.542967 0.542967 0.542967 0.561159 0.542967 0.561228 0.542967 0.542967 0.561228 0.542967 0.542967 "SPRratio_1994" 1994
"188" 0.509893 0.482962 0.482962 0.482962 0.482962 0.499393 0.482962 0.565128 0.524226 0.498749 0.505008 0.482962 0.482962 0.501951 0.482962 0.482962 0.482962 0.597936 0.482962 0.482962 0.499393 0.482962 0.482962 0.482962 0.502027 0.482962 0.482962 0.482962 0.482962 0.482962 0.603866 0.482962 0.505008 0.482962 0.501951 0.482962 0.482962 0.482962 0.502027 0.482962 0.482962 0.482962 0.501951 0.482962 0.502027 0.482962 0.482962 0.502027 0.482962 0.482962 "SPRratio_1995" 1995
"189" 0.449787 0.426673 0.426673 0.426673 0.426673 0.440789 0.426673 0.497216 0.462455 0.440318 0.4456 0.426673 0.426673 0.443149 0.426673 0.426673 0.426673 0.524748 0.426673 0.426673 0.440789 0.426673 0.426673 0.426673 0.443213 0.426673 0.426673 0.426673 0.426673 0.426673 0.52984 0.426673 0.4456 0.426673 0.443149 0.426673 0.426673 0.426673 0.443213 0.426673 0.426673 0.426673 0.443149 0.426673 0.443213 0.426673 0.426673 0.443213 0.426673 0.426673 "SPRratio_1996" 1996
"190" 0.512361 0.486825 0.486825 0.486825 0.486825 0.50243 0.486825 0.564656 0.527211 0.501912 0.507741 0.486825 0.486825 0.505038 0.486825 0.486825 0.486825 0.595611 0.486825 0.486825 0.50243 0.486825 0.486825 0.486825 0.505109 0.486825 0.486825 0.486825 0.486825 0.486825 0.601293 0.486825 0.507741 0.486825 0.505038 0.486825 0.486825 0.486825 0.505109 0.486825 0.486825 0.486825 0.505038 0.486825 0.505109 0.486825 0.486825 0.505109 0.486825 0.486825 "SPRratio_1997" 1997
"191" 0.448246 0.42343 0.42343 0.42343 0.42343 0.438503 0.42343 0.499405 0.46106 0.437679 0.443714 0.42343 0.42343 0.440368 0.42343 0.42343 0.42343 0.530023 0.42343 0.42343 0.438503 0.42343 0.42343 0.42343 0.440443 0.42343 0.42343 0.42343 0.42343 0.42343 0.535533 0.42343 0.443714 0.42343 0.440368 0.42343 0.42343 0.42343 0.440443 0.42343 0.42343 0.42343 0.440368 0.42343 0.440443 0.42343 0.42343 0.440443 0.42343 0.42343 "SPRratio_1998" 1998
"192" 0.492319 0.466581 0.466581 0.466581 0.466581 0.48223 0.466581 0.546269 0.508041 0.481661 0.487618 0.466581 0.466581 0.48476 0.466581 0.466581 0.466581 0.57912 0.466581 0.466581 0.48223 0.466581 0.466581 0.466581 0.484831 0.466581 0.466581 0.466581 0.466581 0.466581 0.58514 0.466581 0.487618 0.466581 0.48476 0.466581 0.466581 0.466581 0.484831 0.466581 0.466581 0.466581 0.48476 0.466581 0.484831 0.466581 0.466581 0.484831 0.466581 0.466581 "SPRratio_1999" 1999
"193" 0.474153 0.44873 0.44873 0.44873 0.44873 0.464206 0.44873 0.52761 0.488299 0.463625 0.469517 0.44873 0.44873 0.466679 0.44873 0.44873 0.44873 0.560369 0.44873 0.44873 0.464206 0.44873 0.44873 0.44873 0.466751 0.44873 0.44873 0.44873 0.44873 0.44873 0.566397 0.44873 0.469517 0.44873 0.466679 0.44873 0.44873 0.44873 0.466751 0.44873 0.44873 0.44873 0.466679 0.44873 0.466751 0.44873 0.44873 0.466751 0.44873 0.44873 "SPRratio_2000" 2000
"194" 0.516961 0.490038 0.490038 0.490038 0.490038 0.506414 0.490038 0.572629 0.530195 0.505615 0.512052 0.490038 0.490038 0.508633 0.490038 0.490038 0.490038 0.606464 0.490038 0.490038 0.506414 0.490038 0.490038 0.490038 0.508712 0.490038 0.490038 0.490038 0.490038 0.490038 0.612504 0.490038 0.512052 0.490038 0.508633 0.490038 0.490038 0.490038 0.508712 0.490038 0.490038 0.490038 0.508633 0.490038 0.508712 0.490038 0.490038 0.508712 0.490038 0.490038 "SPRratio_2001" 2001
"195" 0.420291 0.395395 0.395395 0.395395 0.395395 0.410471 0.395395 0.473276 0.433383 0.409724 0.415711 0.395395 0.395395 0.412506 0.395395 0.395395 0.395395 0.506295 0.395395 0.395395 0.410471 0.395395 0.395395 0.395395 0.412579 0.395395 0.395395 0.395395 0.395395 0.395395 0.512314 0.395395 0.415711 0.395395 0.412506 0.395395 0.395395 0.395395 0.412579 0.395395 0.395395 0.395395 0.412506 0.395395 0.412579 0.395395 0.395395 0.412579 0.395395 0.395395 "SPRratio_2002" 2002
"196" 0.505071 0.479138 0.479138 0.479138 0.479138 0.494908 0.479138 0.559274 0.5198 0.494283 0.500336 0.479138 0.479138 0.497366 0.479138 0.479138 0.479138 0.592115 0.479138 0.479138 0.494908 0.479138 0.479138 0.479138 0.497439 0.479138 0.479138 0.479138 0.479138 0.479138 0.598079 0.479138 0.500336 0.479138 0.497366 0.479138 0.479138 0.479138 0.497439 0.479138 0.479138 0.479138 0.497366 0.479138 0.497439 0.479138 0.479138 0.497439 0.479138 0.479138 "SPRratio_2003" 2003
"197" 0.494305 0.468472 0.468472 0.468472 0.468472 0.484198 0.468472 0.548091 0.507897 0.483542 0.489598 0.468472 0.468472 0.486569 0.468472 0.468472 0.468472 0.580605 0.468472 0.468472 0.484198 0.468472 0.468472 0.468472 0.486643 0.468472 0.468472 0.468472 0.468472 0.468472 0.58653 0.468472 0.489598 0.468472 0.486569 0.468472 0.468472 0.468472 0.486643 0.468472 0.468472 0.468472 0.486569 0.468472 0.486643 0.468472 0.468472 0.486643 0.468472 0.468472 "SPRratio_2004" 2004
"198" 0.476465 0.450509 0.450509 0.450509 0.450509 0.4663 0.450509 0.531044 0.490793 0.465675 0.471729 0.450509 0.450509 0.468751 0.450509 0.450509 0.450509 0.564278 0.450509 0.450509 0.4663 0.450509 0.450509 0.450509 0.468825 0.450509 0.450509 0.450509 0.450509 0.450509 0.570449 0.450509 0.471729 0.450509 0.468751 0.450509 0.450509 0.450509 0.468825 0.450509 0.450509 0.450509 0.468751 0.450509 0.468825 0.450509 0.450509 0.468825 0.450509 0.450509 "SPRratio_2005" 2005
"199" 0.410964 0.386966 0.386966 0.386966 0.386966 0.401572 0.386966 0.462765 0.424137 0.401145 0.406583 0.386966 0.386966 0.404156 0.386966 0.386966 0.386966 0.494642 0.386966 0.386966 0.401572 0.386966 0.386966 0.386966 0.404222 0.386966 0.386966 0.386966 0.386966 0.386966 0.50094 0.386966 0.406583 0.386966 0.404156 0.386966 0.386966 0.386966 0.404222 0.386966 0.386966 0.386966 0.404156 0.386966 0.404222 0.386966 0.386966 0.404222 0.386966 0.386966 "SPRratio_2006" 2006
"200" 0.44583 0.420615 0.420615 0.420615 0.420615 0.436004 0.420615 0.500124 0.460687 0.435664 0.441248 0.420615 0.420615 0.438941 0.420615 0.420615 0.420615 0.533252 0.420615 0.420615 0.436004 0.420615 0.420615 0.420615 0.439009 0.420615 0.420615 0.420615 0.420615 0.420615 0.540006 0.420615 0.441248 0.420615 0.438941 0.420615 0.420615 0.420615 0.439009 0.420615 0.420615 0.420615 0.438941 0.420615 0.439009 0.420615 0.420615 0.439009 0.420615 0.420615 "SPRratio_2007" 2007
"201" 0.412022 0.387609 0.387609 0.387609 0.387609 0.402557 0.387609 0.465515 0.426562 0.402392 0.407608 0.387609 0.387609 0.405732 0.387609 0.387609 0.387609 0.498707 0.387609 0.387609 0.402557 0.387609 0.387609 0.387609 0.405796 0.387609 0.387609 0.387609 0.387609 0.387609 0.505924 0.387609 0.407608 0.387609 0.405732 0.387609 0.387609 0.387609 0.405796 0.387609 0.387609 0.387609 0.405732 0.387609 0.405796 0.387609 0.387609 0.405796 0.387609 0.387609 "SPRratio_2008" 2008
"202" 0.455993 0.430674 0.430674 0.430674 0.430674 0.446242 0.430674 0.512345 0.471974 0.44654 0.451436 0.430674 0.430674 0.450549 0.430674 0.430674 0.430674 0.547916 0.430674 0.430674 0.446242 0.430674 0.430674 0.430674 0.450606 0.430674 0.430674 0.430674 0.430674 0.430674 0.555642 0.430674 0.451436 0.430674 0.450549 0.430674 0.430674 0.430674 0.450606 0.430674 0.430674 0.430674 0.450549 0.430674 0.450606 0.430674 0.430674 0.450606 0.430674 0.430674 "SPRratio_2009" 2009
"203" 0.512933 0.484668 0.484668 0.484668 0.484668 0.501954 0.484668 0.574104 0.528506 0.501812 0.507807 0.484668 0.484668 0.505793 0.484668 0.484668 0.484668 0.612953 0.484668 0.484668 0.501954 0.484668 0.484668 0.484668 0.505863 0.484668 0.484668 0.484668 0.484668 0.484668 0.62065 0.484668 0.507807 0.484668 0.505793 0.484668 0.484668 0.484668 0.505863 0.484668 0.484668 0.484668 0.505793 0.484668 0.505863 0.484668 0.484668 0.505863 0.484668 0.484668 "SPRratio_2010" 2010
"204" 0.469659 0.442126 0.442126 0.442126 0.442126 0.458597 0.442126 0.527787 0.481202 0.457217 0.464493 0.442126 0.442126 0.459774 0.442126 0.442126 0.442126 0.56523 0.442126 0.442126 0.458597 0.442126 0.442126 0.442126 0.459862 0.442126 0.442126 0.442126 0.442126 0.442126 0.570846 0.442126 0.464493 0.442126 0.459774 0.442126 0.442126 0.442126 0.459862 0.442126 0.442126 0.442126 0.459774 0.442126 0.459862 0.442126 0.442126 0.459862 0.442126 0.442126 "SPRratio_2011" 2011
"205" 0.515132 0.489471 0.489471 0.489471 0.489471 0.504897 0.489471 0.566018 0.527435 0.503379 0.510373 0.489471 0.489471 0.505426 0.489471 0.489471 0.489471 0.596685 0.489471 0.489471 0.504897 0.489471 0.489471 0.489471 0.505513 0.489471 0.489471 0.489471 0.489471 0.489471 0.600775 0.489471 0.510373 0.489471 0.505426 0.489471 0.489471 0.489471 0.505513 0.489471 0.489471 0.489471 0.505426 0.489471 0.505513 0.489471 0.489471 0.505513 0.489471 0.489471 "SPRratio_2012" 2012
"206" 0.559258 0.532924 0.532924 0.532924 0.532924 0.548698 0.532924 0.610139 0.570894 0.546915 0.55435 0.532924 0.532924 0.548745 0.532924 0.532924 0.532924 0.63853 0.532924 0.532924 0.548698 0.532924 0.532924 0.532924 0.548838 0.532924 0.532924 0.532924 0.532924 0.532924 0.641295 0.532924 0.55435 0.532924 0.548745 0.532924 0.532924 0.532924 0.548838 0.532924 0.532924 0.532924 0.548745 0.532924 0.548839 0.532924 0.532924 0.548839 0.532924 0.532924 "SPRratio_2013" 2013
"207" 0.502073 0.480044 0.480044 0.480044 0.480044 0.493667 0.480044 0.540144 0.516889 0.492781 0.498213 0.480044 0.480044 0.494873 0.480044 0.480044 0.480044 0.554018 0.480044 0.480044 0.493667 0.480044 0.480044 0.480044 0.494946 0.480044 0.480044 0.480044 0.480044 0.480044 0.557177 0.480044 0.498213 0.480044 0.494873 0.480044 0.480044 0.480044 0.494946 0.480044 0.480044 0.480044 0.494873 0.480044 0.494946 0.480044 0.480044 0.494946 0.480044 0.480044 "SPRratio_2014" 2014
"208" 0.305105 0.285281 0.285281 0.285281 0.285281 0.297222 0.285281 0.351718 0.316367 0.29678 0.301408 0.285281 0.285281 0.29922 0.285281 0.285281 0.285281 0.386755 0.285281 0.285281 0.297222 0.285281 0.285281 0.285281 0.299276 0.285281 0.285281 0.285281 0.285281 0.285281 0.393664 0.285281 0.301408 0.285281 0.29922 0.285281 0.285281 0.285281 0.299276 0.285281 0.285281 0.285281 0.29922 0.285281 0.299276 0.285281 0.285281 0.299276 0.285281 0.285281 "SPRratio_2015" 2015
"209" 0.393052 0.36671 0.36671 0.36671 0.36671 0.382522 0.36671 0.454892 0.406157 0.382019 0.388104 0.36671 0.36671 0.385409 0.36671 0.36671 0.36671 0.500687 0.36671 0.36671 0.382522 0.36671 0.36671 0.36671 0.385479 0.36671 0.36671 0.36671 0.36671 0.36671 0.509205 0.36671 0.388104 0.36671 0.385409 0.36671 0.36671 0.36671 0.385479 0.36671 0.36671 0.36671 0.385409 0.36671 0.385479 0.36671 0.36671 0.385479 0.36671 0.36671 "SPRratio_2016" 2016
"210" 0.550112 0.521974 0.521974 0.521974 0.521974 0.538669 0.521974 0.606329 0.562457 0.536783 0.544775 0.521974 0.521974 0.538961 0.521974 0.521974 0.521974 0.640369 0.521974 0.521974 0.538669 0.521974 0.521974 0.521974 0.539055 0.521974 0.521974 0.521974 0.521974 0.521974 0.644901 0.521974 0.544776 0.521974 0.538961 0.521974 0.521974 0.521974 0.539055 0.521974 0.521974 0.521974 0.538961 0.521974 0.539055 0.521974 0.521974 0.539055 0.521974 0.521974 "SPRratio_2017" 2017
"211" 0.567587 0.540816 0.540816 0.540816 0.540816 0.556779 0.540816 0.620415 0.579795 0.55514 0.56255 0.540816 0.540816 0.557345 0.540816 0.540816 0.540816 0.652023 0.540816 0.540816 0.556779 0.540816 0.540816 0.540816 0.557432 0.540816 0.540816 0.540816 0.540816 0.540816 0.656188 0.540816 0.56255 0.540816 0.557345 0.540816 0.540816 0.540816 0.557432 0.540816 0.540816 0.540816 0.557345 0.540816 0.557432 0.540816 0.540816 0.557432 0.540816 0.540816 "SPRratio_2018" 2018
"212" 0.534169 0.508121 0.508121 0.508121 0.508121 0.523847 0.508121 0.587315 0.547412 0.522831 0.52936 0.508121 0.508121 0.525545 0.508121 0.508121 0.508121 0.61946 0.508121 0.508121 0.523847 0.508121 0.508121 0.508121 0.525623 0.508121 0.508121 0.508121 0.508121 0.508121 0.624689 0.508121 0.52936 0.508121 0.525545 0.508121 0.508121 0.508121 0.525623 0.508121 0.508121 0.508121 0.525545 0.508121 0.525623 0.508121 0.508121 0.525623 0.508121 0.508121 "SPRratio_2019" 2019
"213" 0.455779 0.430304 0.430304 0.430304 0.430304 0.445629 0.430304 0.510328 0.469662 0.444814 0.451033 0.430304 0.430304 0.447686 0.430304 0.430304 0.430304 0.545031 0.430304 0.430304 0.445629 0.430304 0.430304 0.430304 0.447759 0.430304 0.430304 0.430304 0.430304 0.430304 0.550929 0.430304 0.451033 0.430304 0.447686 0.430304 0.430304 0.430304 0.447759 0.430304 0.430304 0.430304 0.447686 0.430304 0.447759 0.430304 0.430304 0.447759 0.430304 0.430304 "SPRratio_2020" 2020
"214" 0.455779 0.430304 0.430304 0.430304 0.430304 0.445629 0.430304 0.510328 0.469662 0.444814 0.451033 0.430304 0.430304 0.447686 0.430304 0.430304 0.430304 0.545031 0.430304 0.430304 0.445629 0.430304 0.430304 0.430304 0.447759 0.430304 0.430304 0.430304 0.430304 0.430304 0.550929 0.430304 0.451033 0.430304 0.447686 0.430304 0.430304 0.430304 0.447759 0.430304 0.430304 0.430304 0.447686 0.430304 0.447759 0.430304 0.430304 0.447759 0.430304 0.430304 "SPRratio_2021" 2021
"215" 0.0044436 0.00430887 0.00430887 0.00430887 0.00430887 0.00439382 0.00430887 0.00473277 0.00461072 0.00440906 0.00442014 0.00430887 0.00430887 0.00444699 0.00430887 0.00430887 0.00430887 0.00486729 0.00430887 0.00430887 0.00439382 0.00430887 0.00430887 0.00430887 0.00444698 0.00430887 0.00430887 0.00430887 0.00430887 0.00430887 0.00490725 0.00430887 0.00442014 0.00430887 0.00444699 0.00430887 0.00430887 0.00430887 0.00444698 0.00430887 0.00430887 0.00430887 0.00444699 0.00430887 0.00444698 0.00430887 0.00430887 0.00444698 0.00430887 0.00430887 "F_1952" 1952
