"replist1" "replist2" "replist3" "replist4" "replist5" "replist6" "replist7" "replist8" "replist9" "replist10" "replist11" "replist12" "replist13" "replist14" "replist15" "replist16" "replist17" "replist18" "replist19" "replist20" "replist21" "replist22" "replist23" "replist24" "replist25" "replist26" "replist27" "replist28" "replist29" "replist30" "replist31" "replist32" "replist33" "replist34" "replist35" "replist36" "replist37" "replist38" "replist39" "replist40" "replist41" "replist42" "replist43" "replist44" "replist45" "replist46" "replist47" "replist48" "replist49" "replist50" "Label" "Yr"
"61" 99670.4 111302 111302 111302 111302 104011 111302 78319.5 93239.3 104009 101673 111302 111302 102354 111302 111302 111302 67185.3 111302 111302 104011 111302 111302 111302 102326 111302 111302 111302 111302 111302 65026.3 111302 101673 111302 102354 111302 111302 111302 102326 111302 111302 111302 102354 111302 102326 111302 111302 102326 111302 111302 "SSB_2010" 2010
"62" 99243.2 111257 111257 111257 111257 103781 111257 77515 93326.1 103977 101336 111257 111257 102467 111257 111257 111257 66044.1 111257 111257 103781 111257 111257 111257 102436 111257 111257 111257 111257 111257 64050 111257 101336 111257 102467 111257 111257 111257 102436 111257 111257 111257 102467 111257 102436 111257 111257 102436 111257 111257 "SSB_2011" 2011
"63" 109879 122847 122847 122847 122847 114849 122847 86935.4 104131 115349 112169 122847 122847 114025 122847 122847 122847 74826.1 122847 122847 114849 122847 122847 122847 113986 122847 122847 122847 122847 122847 73026.4 122847 112169 122847 114025 122847 122847 122847 113986 122847 122847 122847 114025 122847 113986 122847 122847 113986 122847 122847 "SSB_2012" 2012
"64" 101122 113056 113056 113056 113056 105713 113056 80555.9 95791.3 106309 103234 113056 113056 105252 113056 113056 113056 70022.3 113056 113056 105713 113056 113056 113056 105213 113056 113056 113056 113056 113056 68649.8 113056 103234 113056 105252 113056 113056 113056 105213 113056 113056 113056 105252 113056 105213 113056 113056 105213 113056 113056 "SSB_2013" 2013
"65" 91461.9 102291 102291 102291 102291 95612.4 102291 73399.9 86390 96189.9 93367.1 102291 102291 95285.8 102291 102291 102291 64959.9 102291 102291 95612.4 102291 102291 102291 95250.1 102291 102291 102291 102291 102291 63894.2 102291 93367.1 102291 95285.8 102291 102291 102291 95250.1 102291 102291 102291 95285.8 102291 95250.1 102291 102291 95250.1 102291 102291 "SSB_2014" 2014
"66" 103297 114420 114420 114420 114420 107502 114420 84423.4 97331.9 107924 105225 114420 114420 106815 114420 114420 114420 75461.2 114420 114420 107502 114420 114420 114420 106781 114420 114420 114420 114420 114420 73930.1 114420 105225 114420 106815 114420 114420 114420 106781 114420 114420 114420 106815 114420 106781 114420 114420 106781 114420 114420 "SSB_2015" 2015
"67" 123041 136397 136397 136397 136397 128125 136397 98520.7 116315 128484 125386 136397 136397 126955 136397 136397 136397 84766.1 136397 136397 128125 136397 136397 136397 126917 136397 136397 136397 136397 136397 82402.5 136397 125386 136397 126955 136397 136397 136397 126917 136397 136397 136397 126955 136397 126917 136397 136397 126917 136397 136397 "SSB_2016" 2016
"68" 98386.8 110565 110565 110565 110565 103024 110565 76006.1 92628.2 103302 100528 110565 110565 101845 110565 110565 110565 63553.8 110565 110565 103024 110565 110565 110565 101812 110565 110565 110565 110565 110565 61445.3 110565 100528 110565 101845 110565 110565 110565 101812 110565 110565 110565 101845 110565 101812 110565 110565 101812 110565 110565 "SSB_2017" 2017
"69" 71000.5 80645.4 80645.5 80645.4 80645.5 74678.6 80645.4 53861.4 66575 74971.7 72695.9 80645.4 80645.4 73898.3 80645.4 80645.4 80645.5 44829.5 80645.4 80645.4 74678.6 80645.4 80645.4 80645.4 73871.1 80645.4 80645.4 80645.4 80645.5 80645.4 43389.2 80645.4 72695.9 80645.4 73898.3 80645.5 80645.4 80645.4 73871.1 80645.4 80645.4 80645.4 73898.3 80645.5 73871.1 80645.5 80645.4 73871.1 80645.4 80645.4 "SSB_2018" 2018
"70" 59546.3 67473.7 67473.7 67473.7 67473.7 62565.5 67473.7 45647.1 55870.8 62819.2 60936.7 67473.7 67473.7 61954.6 67473.7 67473.7 67473.7 38469.2 67473.7 67473.7 62565.5 67473.7 67473.7 67473.7 61931.9 67473.7 67473.7 67473.7 67473.7 67473.7 37336.8 67473.7 60936.7 67473.7 61954.6 67473.7 67473.7 67473.7 61931.9 67473.7 67473.7 67473.7 61954.6 67473.7 61931.9 67473.7 67473.7 61931.9 67473.7 67473.7 "SSB_2019" 2019
"71" 60376.8 67898.9 67898.9 67898.9 67898.9 63237.4 67898.9 47138.7 56791.4 63467.6 61694 67898.9 67898.9 62638.5 67898.9 67898.9 67898.9 40297.1 67898.9 67898.9 63237.4 67898.9 67898.9 67898.9 62617.1 67898.9 67898.9 67898.9 67898.9 67898.9 39193.6 67898.9 61694 67898.9 62638.5 67898.9 67898.9 67898.9 62617 67898.9 67898.9 67898.9 62638.5 67898.9 62617 67898.9 67898.9 62617 67898.9 67898.9 "SSB_2020" 2020
"72" 70095.8 78215.4 78215.4 78215.4 78215.4 73188.4 78215.4 55629.8 66095.3 73423.2 71521.3 78215.4 78215.4 72512.3 78215.4 78215.4 78215.4 48051.7 78215.4 78215.4 73188.4 78215.4 78215.4 78215.4 72489.4 78215.4 78215.4 78215.4 78215.4 78215.4 46814.6 78215.4 71521.3 78215.4 72512.3 78215.4 78215.4 78215.4 72489.4 78215.4 78215.4 78215.4 72512.3 78215.4 72489.4 78215.4 78215.4 72489.4 78215.4 78215.4 "SSB_2021" 2021
"73" 90543.8 94886.2 94886.2 94886.2 94886.2 92166.5 94886.2 83235.3 88253.4 92251.7 91288.5 94886.2 94886.2 91729.6 94886.2 94886.2 94886.2 79868 94886.2 94886.2 92166.5 94886.2 94886.2 94886.2 91717.9 94886.2 94886.2 94886.2 94886.2 94886.2 79292.9 94886.2 91288.5 94886.2 91729.6 94886.2 94886.2 94886.2 91717.9 94886.2 94886.2 94886.2 91729.6 94886.2 91717.9 94886.2 94886.2 91717.9 94886.2 94886.2 "Recr_Virgin" NA
"74" 90543.8 94886.2 94886.2 94886.2 94886.2 92166.5 94886.2 83235.3 88253.4 92251.7 91288.5 94886.2 94886.2 91729.6 94886.2 94886.2 94886.2 79868 94886.2 94886.2 92166.5 94886.2 94886.2 94886.2 91717.9 94886.2 94886.2 94886.2 94886.2 94886.2 79292.9 94886.2 91288.5 94886.2 91729.6 94886.2 94886.2 94886.2 91717.9 94886.2 94886.2 94886.2 91729.6 94886.2 91717.9 94886.2 94886.2 91717.9 94886.2 94886.2 "Recr_Initial" NA
"75" 90543.8 94886.2 94886.2 94886.2 94886.2 92166.5 94886.2 83235.3 88253.4 92251.7 91288.5 94886.2 94886.2 91729.6 94886.2 94886.2 94886.2 79868 94886.2 94886.2 92166.5 94886.2 94886.2 94886.2 91717.9 94886.2 94886.2 94886.2 94886.2 94886.2 79292.9 94886.2 91288.5 94886.2 91729.6 94886.2 94886.2 94886.2 91717.9 94886.2 94886.2 94886.2 91729.6 94886.2 91717.9 94886.2 94886.2 91717.9 94886.2 94886.2 "Recr_1952" 1952
"76" 90480.4 94822.7 94822.7 94822.7 94822.7 92103.1 94822.7 83172.1 88190.1 92188.3 91225.1 94822.7 94822.7 91666.2 94822.7 94822.7 94822.7 79804.9 94822.7 94822.7 92103.1 94822.7 94822.7 94822.7 91654.5 94822.7 94822.7 94822.7 94822.7 94822.7 79229.7 94822.7 91225.1 94822.7 91666.2 94822.7 94822.7 94822.7 91654.5 94822.7 94822.7 94822.7 91666.2 94822.7 91654.5 94822.7 94822.7 91654.5 94822.7 94822.7 "Recr_1953" 1953
"77" 90427.3 94769.5 94769.5 94769.5 94769.5 92049.9 94769.5 83119.1 88137 92135.1 91172 94769.5 94769.5 91613 94769.5 94769.5 94769.5 79751.9 94769.5 94769.5 92049.9 94769.5 94769.5 94769.5 91601.3 94769.5 94769.5 94769.5 94769.5 94769.5 79176.8 94769.5 91172 94769.5 91613 94769.5 94769.5 94769.5 91601.3 94769.5 94769.5 94769.5 91613 94769.5 91601.3 94769.5 94769.5 91601.3 94769.5 94769.5 "Recr_1954" 1954
"78" 90383.4 94725.5 94725.5 94725.5 94725.5 92005.9 94725.5 83075.2 88093.1 92091.2 91128 94725.5 94725.5 91569.1 94725.5 94725.5 94725.5 79708.1 94725.5 94725.5 92005.9 94725.5 94725.5 94725.5 91557.4 94725.5 94725.5 94725.5 94725.6 94725.5 79133.1 94725.5 91128 94725.5 91569.1 94725.5 94725.5 94725.5 91557.4 94725.5 94725.5 94725.5 91569.1 94725.5 91557.4 94725.5 94725.5 91557.4 94725.5 94725.5 "Recr_1955" 1955
"79" 90350.3 94692.4 94692.4 94692.4 94692.4 91972.8 94692.4 83042.2 88060 92058.1 91094.9 94692.4 94692.4 91536 94692.4 94692.4 94692.4 79675.2 94692.4 94692.4 91972.8 94692.4 94692.4 94692.4 91524.3 94692.4 94692.4 94692.4 94692.4 94692.4 79100.1 94692.4 91094.9 94692.4 91536 94692.4 94692.4 94692.4 91524.3 94692.4 94692.4 94692.4 91536 94692.4 91524.3 94692.4 94692.4 91524.3 94692.4 94692.4 "Recr_1956" 1956
"80" 90321.2 94663.3 94663.3 94663.3 94663.3 91943.7 94663.3 83013.1 88031 92029 91065.8 94663.3 94663.3 91506.9 94663.3 94663.3 94663.3 79646.1 94663.3 94663.3 91943.7 94663.3 94663.3 94663.3 91495.2 94663.3 94663.3 94663.3 94663.3 94663.3 79071 94663.3 91065.8 94663.3 91506.9 94663.3 94663.3 94663.3 91495.2 94663.3 94663.3 94663.3 91506.9 94663.3 91495.2 94663.3 94663.3 91495.2 94663.3 94663.3 "Recr_1957" 1957
"81" 90276.4 94618.5 94618.5 94618.5 94618.5 91898.9 94618.5 82968.3 87986.2 91984.2 91021 94618.5 94618.5 91462.1 94618.5 94618.5 94618.5 79601.3 94618.5 94618.5 91898.9 94618.5 94618.5 94618.5 91450.4 94618.5 94618.5 94618.5 94618.5 94618.5 79026.2 94618.5 91021 94618.5 91462.1 94618.5 94618.5 94618.5 91450.4 94618.5 94618.5 94618.5 91462.1 94618.5 91450.4 94618.5 94618.5 91450.4 94618.5 94618.5 "Recr_1958" 1958
"82" 90259.1 94601.3 94601.3 94601.3 94601.3 91881.7 94601.3 82951.1 87969 91966.9 91003.8 94601.3 94601.3 91444.8 94601.3 94601.3 94601.3 79584.1 94601.3 94601.3 91881.7 94601.3 94601.3 94601.3 91433.1 94601.3 94601.3 94601.3 94601.3 94601.3 79009 94601.3 91003.8 94601.3 91444.8 94601.3 94601.3 94601.3 91433.1 94601.3 94601.3 94601.3 91444.8 94601.3 91433.1 94601.3 94601.3 91433.1 94601.3 94601.3 "Recr_1959" 1959
"83" 90238.3 94580.5 94580.5 94580.5 94580.5 91860.9 94580.5 82930.2 87948.1 91946.1 90983 94580.5 94580.5 91424 94580.5 94580.5 94580.5 79563.3 94580.5 94580.5 91860.9 94580.5 94580.5 94580.5 91412.3 94580.5 94580.5 94580.5 94580.5 94580.5 78988.2 94580.5 90983 94580.5 91424 94580.5 94580.5 94580.5 91412.3 94580.5 94580.5 94580.5 91424 94580.5 91412.3 94580.5 94580.5 91412.3 94580.5 94580.5 "Recr_1960" 1960
"84" 90145.2 94487.4 94487.4 94487.4 94487.4 91767.8 94487.4 82836.9 87855 91853 90889.8 94487.4 94487.4 91330.9 94487.4 94487.4 94487.4 79469.9 94487.4 94487.4 91767.8 94487.4 94487.4 94487.4 91319.2 94487.4 94487.4 94487.4 94487.4 94487.4 78894.8 94487.4 90889.8 94487.4 91330.9 94487.4 94487.4 94487.4 91319.2 94487.4 94487.4 94487.4 91330.9 94487.4 91319.2 94487.4 94487.4 91319.2 94487.4 94487.4 "Recr_1961" 1961
"85" 90070.2 94412.6 94412.6 94412.6 94412.6 91692.9 94412.6 82761.7 87780 91778.1 90814.9 94412.6 94412.6 91255.9 94412.6 94412.6 94412.6 79394.6 94412.6 94412.6 91692.9 94412.6 94412.6 94412.6 91244.2 94412.6 94412.6 94412.6 94412.6 94412.6 78819.5 94412.6 90814.9 94412.6 91255.9 94412.6 94412.6 94412.6 91244.2 94412.6 94412.6 94412.6 91255.9 94412.6 91244.2 94412.6 94412.6 91244.2 94412.6 94412.6 "Recr_1962" 1962
"86" 90084.5 94426.8 94426.8 94426.8 94426.8 91707.1 94426.8 82776.2 87794.3 91792.3 90829.2 94426.8 94426.8 91270.2 94426.8 94426.8 94426.8 79409.3 94426.8 94426.8 91707.1 94426.8 94426.8 94426.8 91258.5 94426.8 94426.8 94426.8 94426.8 94426.8 78834.2 94426.8 90829.2 94426.8 91270.2 94426.8 94426.8 94426.8 91258.5 94426.8 94426.8 94426.8 91270.2 94426.8 91258.5 94426.8 94426.8 91258.5 94426.8 94426.8 "Recr_1963" 1963
"87" 89979.4 94321.5 94321.6 94321.6 94321.6 91601.9 94321.5 82671.6 87689.3 91687.2 90724 94321.6 94321.6 91165.1 94321.6 94321.6 94321.6 79305 94321.6 94321.6 91601.9 94321.6 94321.6 94321.6 91153.4 94321.6 94321.5 94321.6 94321.6 94321.6 78730 94321.6 90724 94321.6 91165.1 94321.6 94321.6 94321.6 91153.4 94321.6 94321.6 94321.6 91165.1 94321.6 91153.4 94321.6 94321.6 91153.4 94321.6 94321.5 "Recr_1964" 1964
"88" 89824.6 94166.8 94166.8 94166.8 94166.8 91447.1 94166.8 82517 87534.4 91532.4 90569.2 94166.8 94166.8 91010.3 94166.8 94166.8 94166.8 79150.7 94166.8 94166.8 91447.1 94166.8 94166.8 94166.8 90998.6 94166.8 94166.8 94166.8 94166.8 94166.8 78575.8 94166.8 90569.2 94166.8 91010.3 94166.8 94166.8 94166.8 90998.6 94166.8 94166.8 94166.8 91010.3 94166.8 90998.6 94166.8 94166.8 90998.6 94166.8 94166.8 "Recr_1965" 1965
"89" 89923.4 94265.4 94265.4 94265.4 94265.4 91545.9 94265.4 82616.2 87633.4 91631.1 90668 94265.4 94265.4 91109 94265.4 94265.4 94265.4 79250.1 94265.4 94265.4 91545.9 94265.4 94265.4 94265.4 91097.3 94265.4 94265.4 94265.4 94265.4 94265.4 78675.2 94265.4 90668 94265.4 91109 94265.4 94265.4 94265.4 91097.3 94265.4 94265.4 94265.4 91109 94265.4 91097.3 94265.4 94265.4 91097.3 94265.4 94265.4 "Recr_1966" 1966
"90" 90002.7 94344.7 94344.7 94344.7 94344.7 91625.2 94344.7 82695.4 87713.3 91710.5 90747.4 94344.7 94344.7 91188.4 94344.7 94344.7 94344.7 79329.2 94344.7 94344.7 91625.2 94344.7 94344.7 94344.7 91176.7 94344.7 94344.7 94344.7 94344.7 94344.7 78754.3 94344.7 90747.4 94344.7 91188.4 94344.7 94344.7 94344.7 91176.7 94344.7 94344.7 94344.7 91188.4 94344.7 91176.7 94344.7 94344.7 91176.7 94344.7 94344.7 "Recr_1967" 1967
"91" 90007.7 94349.8 94349.8 94349.8 94349.8 91630.2 94349.8 82699.9 87718.6 91715.5 90752.3 94349.8 94349.8 91193.3 94349.8 94349.8 94349.8 79333.4 94349.8 94349.8 91630.2 94349.8 94349.8 94349.8 91181.6 94349.8 94349.8 94349.8 94349.8 94349.8 78758.5 94349.8 90752.3 94349.8 91193.3 94349.8 94349.8 94349.8 91181.6 94349.8 94349.8 94349.8 91193.3 94349.8 91181.6 94349.8 94349.8 91181.6 94349.8 94349.8 "Recr_1968" 1968
"92" 90016.1 94358.4 94358.4 94358.4 94358.4 91638.7 94358.4 82708.2 87727.4 91724 90760.8 94358.4 94358.4 91201.8 94358.4 94358.4 94358.4 79341.5 94358.4 94358.4 91638.7 94358.4 94358.4 94358.4 91190.1 94358.4 94358.4 94358.4 94358.4 94358.4 78766.5 94358.4 90760.8 94358.4 91201.8 94358.4 94358.4 94358.4 91190.1 94358.4 94358.4 94358.4 91201.8 94358.4 91190.1 94358.4 94358.4 91190.1 94358.4 94358.4 "Recr_1969" 1969
"93" 90066.2 94408.4 94408.4 94408.4 94408.4 91688.8 94408.4 82758.2 87777.6 91774 90810.8 94408.4 94408.4 91251.9 94408.4 94408.4 94408.4 79391.5 94408.4 94408.4 91688.8 94408.4 94408.4 94408.4 91240.2 94408.4 94408.4 94408.4 94408.4 94408.4 78816.5 94408.4 90810.8 94408.4 91251.9 94408.4 94408.4 94408.4 91240.2 94408.4 94408.4 94408.4 91251.9 94408.4 91240.2 94408.4 94408.4 91240.2 94408.4 94408.4 "Recr_1970" 1970
"94" 90075.2 94417.4 94417.4 94417.4 94417.4 91697.8 94417.4 82767.1 87787.8 91783 90819.8 94417.4 94417.4 91260.9 94417.4 94417.4 94417.4 79400.3 94417.4 94417.4 91697.8 94417.4 94417.4 94417.4 91249.2 94417.4 94417.4 94417.4 94417.4 94417.4 78825.3 94417.4 90819.8 94417.4 91260.9 94417.4 94417.4 94417.4 91249.2 94417.4 94417.4 94417.4 91260.9 94417.4 91249.2 94417.4 94417.4 91249.2 94417.4 94417.4 "Recr_1971" 1971
"95" 90107.5 94449.7 94449.8 94449.8 94449.8 91730.1 94449.7 82799.5 87821 91815.4 90852.2 94449.8 94449.8 91293.2 94449.8 94449.7 94449.8 79432.7 94449.8 94449.8 91730.1 94449.8 94449.8 94449.8 91281.5 94449.8 94449.7 94449.8 94449.8 94449.8 78857.7 94449.8 90852.2 94449.8 91293.2 94449.8 94449.8 94449.8 91281.5 94449.8 94449.8 94449.8 91293.2 94449.8 91281.5 94449.8 94449.8 91281.5 94449.8 94449.7 "Recr_1972" 1972
"96" 90134.3 94476.4 94476.4 94476.4 94476.4 91756.8 94476.4 82826.3 87848.3 91842.1 90878.9 94476.4 94476.4 91320 94476.4 94476.4 94476.4 79459.6 94476.4 94476.4 91756.8 94476.4 94476.4 94476.4 91308.3 94476.4 94476.4 94476.4 94476.5 94476.4 78884.5 94476.4 90878.9 94476.4 91320 94476.4 94476.4 94476.4 91308.2 94476.4 94476.4 94476.4 91320 94476.4 91308.2 94476.4 94476.4 91308.2 94476.4 94476.4 "Recr_1973" 1973
"97" 90128.9 94471.1 94471.1 94471.1 94471.1 91751.5 94471.1 82820.9 87845.1 91836.7 90873.6 94471.1 94471.1 91314.6 94471.1 94471.1 94471.1 79454.2 94471.1 94471.1 91751.5 94471.1 94471.1 94471.1 91302.9 94471.1 94471.1 94471.1 94471.1 94471.1 78879.2 94471.1 90873.6 94471.1 91314.6 94471.1 94471.1 94471.1 91302.9 94471.1 94471.1 94471.1 91314.6 94471.1 91302.9 94471.1 94471.1 91302.9 94471.1 94471.1 "Recr_1974" 1974
"98" 90071 94413.3 94413.3 94413.3 94413.3 91693.6 94413.3 82762.8 87787.6 91778.8 90815.7 94413.3 94413.3 91256.7 94413.3 94413.3 94413.3 79396 94413.3 94413.3 91693.6 94413.3 94413.3 94413.3 91245 94413.3 94413.3 94413.3 94413.3 94413.3 78820.9 94413.3 90815.7 94413.3 91256.7 94413.3 94413.3 94413.3 91245 94413.3 94413.3 94413.3 91256.7 94413.3 91245 94413.3 94413.3 91245 94413.3 94413.3 "Recr_1975" 1975
"99" 90023.3 94365.7 94365.7 94365.7 94365.7 91646 94365.7 82715 87739.5 91731.2 90768 94365.7 94365.7 91209.1 94365.7 94365.7 94365.7 79348.1 94365.7 94365.7 91646 94365.7 94365.7 94365.7 91197.4 94365.7 94365.7 94365.7 94365.7 94365.7 78773.1 94365.7 90768 94365.7 91209.1 94365.7 94365.7 94365.7 91197.4 94365.7 94365.7 94365.7 91209.1 94365.7 91197.4 94365.7 94365.7 91197.4 94365.7 94365.7 "Recr_1976" 1976
"100" 89959.4 94301.9 94301.9 94301.9 94301.9 91582.1 94301.9 82650.9 87674.7 91667.3 90704.1 94301.9 94301.9 91145.2 94301.9 94301.9 94301.9 79284 94301.9 94301.9 91582.1 94301.9 94301.9 94301.9 91133.5 94301.9 94301.9 94301.9 94301.9 94301.9 78709 94301.9 90704.1 94301.9 91145.2 94301.9 94301.9 94301.9 91133.5 94301.9 94301.9 94301.9 91145.2 94301.9 91133.5 94301.9 94301.9 91133.5 94301.9 94301.9 "Recr_1977" 1977
"101" 89949.3 94291.8 94291.8 94291.8 94291.8 91572 94291.8 82640.9 87663.8 91657.2 90694 94291.8 94291.8 91135.1 94291.8 94291.8 94291.8 79274 94291.8 94291.8 91572 94291.8 94291.8 94291.8 91123.4 94291.8 94291.8 94291.8 94291.8 94291.8 78699 94291.8 90694 94291.8 91135.1 94291.8 94291.8 94291.8 91123.4 94291.8 94291.8 94291.8 91135.1 94291.8 91123.4 94291.8 94291.8 91123.4 94291.8 94291.8 "Recr_1978" 1978
"102" 89861.7 94204.3 94204.3 94204.3 94204.3 91484.5 94204.3 82553.4 87576.2 91569.7 90606.5 94204.3 94204.3 91047.6 94204.3 94204.3 94204.3 79186.6 94204.3 94204.3 91484.5 94204.3 94204.3 94204.3 91035.9 94204.3 94204.3 94204.3 94204.3 94204.3 78611.7 94204.3 90606.5 94204.3 91047.6 94204.3 94204.3 94204.3 91035.9 94204.3 94204.3 94204.3 91047.6 94204.3 91035.9 94204.3 94204.3 91035.9 94204.3 94204.3 "Recr_1979" 1979
"103" 89740.5 94083.3 94083.3 94083.3 94083.3 91363.4 94083.3 82432 87454.9 91448.8 90485.3 94083.3 94083.3 90926.8 94083.3 94083.3 94083.3 79065.3 94083.3 94083.3 91363.4 94083.3 94083.3 94083.3 90915.1 94083.3 94083.3 94083.3 94083.3 94083.3 78490.7 94083.3 90485.3 94083.3 90926.8 94083.3 94083.3 94083.3 90915.1 94083.3 94083.3 94083.3 90926.8 94083.3 90915.1 94083.3 94083.3 90915.1 94083.3 94083.3 "Recr_1980" 1980
"104" 89207.5 93553.4 93553.4 93553.4 93553.4 90831.5 93553.4 81893.2 86920.2 90917 89952.8 93553.4 93553.4 90394.6 93553.4 93553.4 93553.4 78523.9 93553.4 93553.4 90831.5 93553.4 93553.4 93553.4 90382.9 93553.4 93553.4 93553.4 93553.4 93553.4 77948.8 93553.4 89952.8 93553.4 90394.6 93553.4 93553.4 93553.4 90382.9 93553.4 93553.4 93553.4 90394.6 93553.4 90382.9 93553.4 93553.4 90382.9 93553.4 93553.4 "Recr_1981" 1981
"105" 87981.7 92342.6 92342.6 92342.6 92342.6 89611.5 92342.6 80638.9 85687.9 89697.4 88729.7 92342.6 92342.6 89173.2 92342.6 92342.6 92342.6 77255.5 92342.6 92342.6 89611.5 92342.6 92342.6 92342.6 89161.4 92342.6 92342.6 92342.6 92342.6 92342.6 76678.2 92342.6 88729.7 92342.6 89173.2 92342.6 92342.6 92342.6 89161.4 92342.6 92342.6 92342.6 89173.2 92342.6 89161.4 92342.6 92342.6 89161.4 92342.6 92342.6 "Recr_1982" 1982
"106" 85958.7 90366.7 90366.7 90366.7 90366.7 87606.8 90366.7 78523 83642.4 87693.5 86715.2 90366.7 90366.7 87163.5 90366.7 90366.7 90366.7 75091.3 90366.7 90366.7 87606.8 90366.7 90366.7 90366.7 87151.6 90366.7 90366.7 90366.7 90366.7 90366.7 74505.4 90366.7 86715.2 90366.7 87163.5 90366.7 90366.7 90366.7 87151.6 90366.7 90366.7 90366.7 87163.5 90366.7 87151.6 90366.7 90366.7 87151.6 90366.7 90366.7 "Recr_1983" 1983
"107" 84224 88694.5 88694.5 88694.5 88694.5 85896.5 88694.5 76661.5 81877.9 85984.4 84991.8 88694.5 88694.5 85446.7 88694.5 88694.5 88694.5 73161.3 88694.5 88694.5 85896.5 88694.5 88694.5 88694.5 85434.7 88694.5 88694.5 88694.5 88694.5 88694.5 72563.2 88694.5 84991.8 88694.5 85446.7 88694.5 88694.5 88694.5 85434.7 88694.5 88694.5 88694.5 85446.7 88694.5 85434.7 88694.5 88694.5 85434.7 88694.5 88694.5 "Recr_1984" 1984
"108" 82975.9 87508.1 87508.1 87508.1 87508.1 84672.6 87508.1 75284.5 80602.2 84761.7 83755 87508.1 87508.1 84216.4 87508.1 87508.1 87508.1 71712.4 87508.1 87508.1 84672.6 87508.1 87508.1 87508.1 84204.2 87508.1 87508.1 87508.1 87508.1 87508.1 71101.2 87508.1 83755 87508.1 84216.4 87508.1 87508.1 87508.1 84204.2 87508.1 87508.1 87508.1 84216.4 87508.1 84204.2 87508.1 87508.1 84204.2 87508.1 87508.1 "Recr_1985" 1985
"109" 80364.1 85059.4 85059.5 85059.5 85059.5 82125.2 85059.5 72318.3 77900 82217.6 81173.3 85059.5 85059.5 81652 85059.5 85059.5 85059.5 68540.2 85059.5 85059.5 82125.2 85059.5 85059.5 85059.5 81639.3 85059.5 85059.4 85059.5 85059.5 85059.5 67890.6 85059.5 81173.3 85059.5 81652 85059.5 85059.5 85059.5 81639.3 85059.5 85059.5 85059.5 81652 85059.5 81639.3 85059.5 85059.5 81639.3 85059.5 85059.4 "Recr_1986" 1986
"110" 79207.2 84003.4 84003.4 84003.4 84003.4 81008.6 84003.4 70930.3 76694.5 81103 80035.3 84003.4 84003.4 80524.8 84003.4 84003.4 84003.4 67010.2 84003.4 84003.4 81008.6 84003.4 84003.4 84003.4 80511.9 84003.4 84003.4 84003.4 84003.4 84003.4 66333.7 84003.4 80035.3 84003.4 80524.8 84003.4 84003.4 84003.4 80511.9 84003.4 84003.4 84003.4 80524.8 84003.4 80511.9 84003.4 84003.4 80511.9 84003.4 84003.4 "Recr_1987" 1987
"111" 79657.4 84454.5 84454.5 84454.5 84454.5 81459.6 84454.5 71362.5 77135.4 81554 80486 84454.5 84454.5 80975.7 84454.5 84454.5 84454.5 67421.1 84454.5 84454.5 81459.6 84454.5 84454.5 84454.5 80962.7 84454.5 84454.5 84454.5 84454.5 84454.5 66739.7 84454.5 80486 84454.5 80975.7 84454.5 84454.5 84454.5 80962.7 84454.5 84454.5 84454.5 80975.7 84454.5 80962.7 84454.5 84454.5 80962.7 84454.5 84454.5 "Recr_1988" 1988
"112" 80136.6 84932.9 84932.9 84932.9 84932.9 81939.1 84932.9 71825.9 77607.8 82033.4 80965.5 84932.9 84932.9 81455.1 84932.9 84932.9 84932.9 67862.8 84932.9 84932.9 81939.1 84932.9 84932.9 84932.9 81442.1 84932.9 84932.9 84932.9 84932.9 84932.9 67176 84932.9 80965.5 84932.9 81455.1 84932.9 84932.9 84932.9 81442.1 84932.9 84932.9 84932.9 81455.1 84932.9 81442.1 84932.9 84932.9 81442.1 84932.9 84932.9 "Recr_1989" 1989
"113" 80084.9 84911 84911 84911 84911 81899.7 84911 71689.7 77535.9 81994.6 80919.6 84911 84911 81412.4 84911 84911 84911 67663 84911 84911 81899.7 84911 84911 84911 81399.4 84911 84911 84911 84911 84911 66962.9 84911 80919.6 84911 81412.4 84911 84911 84911 81399.4 84911 84911 84911 81412.4 84911 81399.4 84911 84911 81399.4 84911 84911 "Recr_1990" 1990
"114" 80087.2 84931.6 84931.6 84931.6 84931.6 81909.8 84931.6 71635.9 77525.6 82005 80925.6 84931.6 84931.6 81420.5 84931.6 84931.6 84931.6 67563.8 84931.6 84931.6 81909.8 84931.6 84931.6 84931.6 81407.4 84931.6 84931.6 84931.6 84931.6 84931.6 66853.9 84931.6 80925.6 84931.6 81420.5 84931.6 84931.6 84931.6 81407.4 84931.6 84931.6 84931.6 81420.5 84931.6 81407.4 84931.6 84931.6 81407.4 84931.6 84931.6 "Recr_1991" 1991
"115" 78987.3 83937.2 83937.2 83937.2 83937.2 80852.7 83937.2 70268.9 76365.8 80950.1 79845.9 83937.2 83937.2 80352.3 83937.2 83937.2 83937.2 66011.2 83937.2 83937.2 80852.7 83937.2 83937.2 83937.2 80338.9 83937.2 83937.2 83937.2 83937.2 83937.2 65263.8 83937.2 79845.9 83937.2 80352.3 83937.2 83937.2 83937.2 80338.9 83937.2 83937.2 83937.2 80352.3 83937.2 80338.9 83937.2 83937.2 80338.9 83937.2 83937.2 "Recr_1992" 1992
